"time","S","E","I","R"
1.735,0.2814808330488263,0.01120865117851942,0.025565600626509092,0.6817449151461451
1.74,0.28217698578312217,0.011043499575836696,0.02515323441376945,0.6816262802272716
1.745,0.28291029956778235,0.01088364568739591,0.0247516001566157,0.6814544545882059
1.75,0.28367920918077943,0.010729003852478864,0.02436067933952528,0.6812311076272163
1.755,0.2844821826050746,0.010579486009250322,0.023980433515208014,0.6809578978704669
1.76,0.28531772103357295,0.010435002259849788,0.023610806279511055,0.680636470427066
1.765,0.2861843587674015,0.010295461381970255,0.023251725136002974,0.680268454714625
1.77,0.2870806630193018,0.01016077129045552,0.022903103250674094,0.6798554624395684
1.775,0.2880052336330175,0.010030839452359438,0.02256484109805444,0.6793990858165685
1.78,0.2889567027286901,0.009905573258799337,0.022236828000779186,0.6789008960117312
1.785,0.28993373428345776,0.009784880356807225,0.021918943565235865,0.678362441794499
1.79,0.2909350236556817,0.00966866894424102,0.021611059016419736,0.6777852483836574
1.795,0.29195929706050217,0.009556848030667895,0.021313038435514416,0.6771708164733153
1.8,0.29300531100375077,0.009449327666976214,0.021024739904015724,0.6765206214252572
1.805,0.2940718516806151,0.00934601914631442,0.020746016558437514,0.6758361126146328
1.81,0.29515773434486825,0.009246835178796748,0.020476717559789012,0.6751187129165459
1.815,0.2962618026539316,0.009151690042258931,0.020216688982103007,0.6743698183217064
1.82,0.2973829279945386,0.009060499711193394,0.019965774624331318,0.6735907976699367
1.825,0.29852000879330365,0.008973181965844217,0.019723816749916287,0.6727829924909359
1.83,0.2996719698160752,0.008889656483298161,0.019490656758301222,0.6719477169423255
1.835,0.30083776145955965,0.008809844912269967,0.019266135792565545,0.6710862578356048
1.84,0.30201635903834495,0.00873367093314856,0.019050095287267053,0.6701998747412394
1.845,0.3032067620701243,0.008661060304745784,0.01884237746044973,0.6692898001646802
1.85,0.3044079935616217,0.008591940899071221,0.01864282575363491,0.6683572397856722
1.855,0.30561909929744735,0.008526242725345514,0.018451285223460727,0.6674033727537464
1.86,0.30683914713386473,0.008463897944360173,0.018267602888472744,0.6664293520333023
1.865,0.30806722629922495,0.008404840874194281,0.018091628034400536,0.6654363047921802
1.87,0.30930244670262225,0.00834900798820741,0.017923212481083393,0.6644253328280869
1.875,0.31054393825213994,0.008296337906143248,0.01776221081403532,0.6633975130276815
1.88,0.311790850183892,0.008246771379099722,0.017608480583466982,0.6623538978535413
1.885,0.31304235040291617,0.00820025126904843,0.017461882473411672,0.6612955158546237
1.89,0.3142976248368429,0.008156722523518687,0.01732228044343502,0.6602233721962033
1.895,0.31555587680314534,0.008116132145999187,0.017189541845245123,0.6591384492056103
1.9,0.3168163263906702,0.008078429162552825,0.017063537516361617,0.6580417069304153
1.905,0.3180782098560567,0.008043564585087367,0.016944141852849853,0.6569340837060059
1.91,0.3193407790355683,0.00801149137167603,0.016831232862979936,0.6558164967297756
1.915,0.3206033007727886,0.00798216438427748,0.016724692203530536,0.6546898426394032
1.92,0.3218650563625724,0.007955540344163852,0.016624405200324068,0.6535549980929395
1.925,0.32312534101158547,0.007931577785327996,0.016530260854453242,0.6524128203486331
1.93,0.3243834633157217,0.007910237006106945,0.016442151835539286,0.6512641478426319
1.935,0.32563874475464544,0.007891480019227438,0.01635997446324893,0.650109800762878
1.94,0.326890519203673,0.007875270500450796,0.016283628678190925,0.6489505816176852
1.945,0.3281381324631802,0.007861573735968654,0.016213018003212686,0.6477872757976383
1.95,0.32938094180569877,0.007850356568677453,0.01614804949602416,0.6466206521295994
1.955,0.33061831554084775,0.007841587343438322,0.01608863369398824,0.6454514634217254
1.96,0.3318496325982304,0.007835235851409654,0.01603468455183539,0.6442804469985243
1.965,0.33307428212841844,0.007831273273522283,0.01598611937298406,0.643108325225075
1.97,0.3342916631221372,0.00782967212315149,0.015942858735077687,0.6419358060196334
1.975,0.33550118404776236,0.007830406188026037,0.015904826410283568,0.6407635833539278
1.98,0.33670226250723634,0.007833450471401885,0.015871949280838193,0.6395923377405234
1.985,0.3378943249105146,0.007838781132517124,0.015844157250267568,0.6384227367067006
1.99,0.3390768061686529,0.007846375426334866,0.015821383150659507,0.6372554352543526
1.995,0.3402491494056535,0.00785621164257226,0.015803562646317368,0.6360910763054567
2.0,0.3414108056891912,0.007868269044006405,0.01579063413408125,0.634930291132721
2.005,0.3425612337803486,0.007882527804041672,0.015782538640562966,0.6337736997750466
2.01,0.34369989990249705,0.007898968943517666,0.01577921971650484,0.6326219114374803
2.015,0.3448262775294671,0.00791757426673287,0.015780623328439637,0.6314755248753602
2.02,0.3459398471931615,0.007938326296655734,0.01578669774779923,0.6303351287623833
2.025,0.3470400963107717,0.00796120820929264,0.015797393437592958,0.6292013020423425
2.03,0.3481265190317664,0.007986203767180766,0.01581266293675292,0.6280746142642997
2.035,0.3491986161048295,0.00801329725197332,0.015832460742222387,0.6269556259009745
2.04,0.35025589476493113,0.008042473396084963,0.015856743188845095,0.6258448886501385
2.045,0.3512978686407213,0.00807371731336643,0.01588546832709721,0.6247429457188147
2.05,0.35232405768244174,0.008107014428779395,0.015918595798690288,0.6236503320900882
2.055,0.353333988110554,0.008142350407045529,0.01595608671006223,0.6225675747723379
2.06,0.35432719238528526,0.008179711080247403,0.015997903503764274,0.6214951930307028
2.065,0.35530320919729214,0.008219082374363524,0.016044009827745148,0.6204336986005989
2.07,0.35626158347964254,0.008260450234725153,0.01609437040252874,0.6193835958831033
2.075,0.3572018664413103,0.008303800550388896,0.01614895088627893,0.6183453821220216
2.08,0.358123615622372,0.008349119077426154,0.016207717737744466,0.6173195475624571
2.085,0.35902639497108496,0.008396391361138544,0.016270638077077963,0.6163065755906982
2.09,0.3599097749430145,0.008445602657217268,0.016337679544526286,0.6153069428552417
2.095,0.3607733326223623,0.008496737851874138,0.01640881015699461,0.6143211193687688
2.1,0.36161665186562875,0.00854978138098257,0.016483998162493376,0.6133495685908951
2.105,0.36243932346772145,0.008604717148278358,0.01656321189248615,0.6123927474915138
2.11,0.363240945350593,0.008661528442682356,0.01664641961216707,0.6114511065945574
2.115,0.3640211227744637,0.008720197854820401,0.016733589368709,0.6105250900020067
2.12,0.36477946857164883,0.008780707192829858,0.01682468883753778,0.6096151353979834
2.125,0.3655156034029707,0.008843037397557,0.016919685166704092,0.6087216740327681
2.13,0.3662291560366934,0.008907168457265096,0.01701854481944233,0.607845130686599
2.135,0.3669197636498693,0.008973079321989529,0.017121233415025375,0.6069859236131157
2.14,0.36758707215193115,0.009040747817693304,0.017227715568045653,0.6061444644623297
2.145,0.3682307365303094,0.009110150560394189,0.01733795472627575,0.6053211581830205
2.15,0.3688504212177858,0.009181262870453089,0.017451913007286598,0.6045164029044744
2.155,0.369445800481229,0.009254058687232175,0.017569551034027405,0.6037305897975113
2.16,0.3700165588312836,0.009328510484350691,0.017690827769599363,0.6029641029147662
2.165,0.3705623914525019,0.009404589185786086,0.017815700351484224,0.6022173190102277
2.17,0.37108300465332716,0.009482264083088075,0.01794412392551947,0.6014906073380653
2.175,0.3715781163352438,0.009561502753993385,0.01807605147994349,0.6007843294308193
2.18,0.3720474564803178,0.009642270982748963,0.018211433679867054,0.6000988388570662
2.185,0.3724907676562494,0.009724532682471402,0.018350218702561177,0.599434480958718
2.19,0.3729078055379563,0.009808249819889888,0.018492352073986064,0.5987915925681677
2.195,0.3732983394445976,0.009893382342839145,0.01863777650702099,0.5981705017055422
2.2,0.373662152890835,0.009979888110887132,0.018786431741890583,0.5975715272563872
2.205,0.37399904415101237,0.01006772282949987,0.018938254389318707,0.5969949786301689
2.21,0.3743088268348154,0.010156839988162036,0.019093177776976722,0.5964411554000457
2.215,0.3745913304728505,0.010247190802887067,0.01925113179982825,0.5959103469244341
2.22,0.3748464011104587,0.010338724163563863,0.019412042775007077,0.5954028319509703
2.225,0.375073901907956,0.010431386586598807,0.019575833301898368,0.5949188782035468
2.23,0.3752737137453635,0.01052512217332127,0.019742422128125665,0.5944587419531896
2.235,0.3754457358295686,0.010619872574627844,0.019911724022176492,0.5940226675736271
2.24,0.37558988630173157,0.010715576962345008,0.020083649653427814,0.5936108870824957
2.245,0.37570610284263195,0.01081217200779149,0.020258105480358356,0.5932236196692182
2.25,0.3757943432735294,0.010909591868019887,0.020434993647757676,0.5928610712106931
2.255,0.3758545861500001,0.011007768180212095,0.020614211893761218,0.5925234337760267
2.26,0.3758868313461009,0.011106630064694254,0.02079565346755626,0.5922108851216487
2.265,0.3758911006261111,0.011206104137024253,0.02097920705861479,0.59192358817825
2.27,0.37586743820100826,0.011306114529587914,0.021164756738315936,0.591661690531088
2.275,0.37581591126674985,0.011406582923118823,0.021352181914821636,0.5914253238953098
2.28,0.37573661052135765,0.011507428588530965,0.021541357302064915,0.5912146035880466
2.285,0.3756296506577405,0.011608568439422937,0.021732152903699377,0.5910296279991373
2.29,0.3754951708291418,0.011709917095577308,0.02192443401284148,0.5908704780624395
2.295,0.3753333350840633,0.011811386957738665,0.022118061228412977,0.5907372167297852
2.3,0.37514433276749903,0.011912888293909012,0.022312890488859507,0.5906298884497326
2.305,0.37492837888531055,0.01201432933734945,0.022508773123982372,0.5905485186533578
2.31,0.3746857144285921,0.01211561639642265,0.022705555925573558,0.5904931132494119
2.315,0.3744166066549096,0.012216653976351527,0.022903081237489152,0.5904636581312499
2.32,0.3741213493233537,0.012317344912906135,0.023101187065733032,0.5904601186980073
2.325,0.3738002628804238,0.012417590517963204,0.023299707209051262,0.590482439392562
2.33,0.37345369459385863,0.012517290736811359,0.023498471410457748,0.5905305432588724
2.335,0.3730820186316514,0.012616344317000337,0.023697305530023773,0.5906043315213246
2.34,0.3726856360836282,0.01271464898845484,0.02389603173916792,0.5907036831887492
2.345,0.3722649749231383,0.012812101654493516,0.024094468736579222,0.5908284546857892
2.35,0.3718204899065918,0.01290859859331179,0.02429243198579518,0.5909784795143015
2.355,0.37135266240879233,0.013004035669404165,0.024489733974338387,0.5911535679474653
2.36,0.3708620001922478,0.013098308554318198,0.02468618449419121,0.591353506759243
2.365,0.3703490371088943,0.013191312956049273,0.024881590943258244,0.5915780589917984
2.37,0.3698143327329468,0.013282944856303274,0.025075758647331706,0.5918269637634185
2.375,0.36925847192388256,0.013373100754774344,0.025268491201936506,0.5920999361194068
2.38,0.3686820643188765,0.013461677919507743,0.025459590833290732,0.5923966669283252
2.385,0.3680857437543347,0.013548574642344494,0.025648858777474224,0.5927168228258467
2.39,0.36747016761651524,0.013633690498375744,0.02583609567675472,0.5930600462083544
2.395,0.36683601612157835,0.013716926608271535,0.026021101991878386,0.5934259552782718
2.4,0.3661839915257715,0.013798185902291916,0.026203678428991076,0.5938141441429455
2.405,0.36551481726682405,0.013877373384738694,0.026383626379719805,0.5942241829687175
2.41,0.36482923703800046,0.013954396397564517,0.026560748372811742,0.5946556181916234
2.415,0.3641280137966356,0.014029164881823193,0.02673484853560256,0.5951079727859387
2.42,0.3634119287093488,0.014101591635621672,0.026905733063468024,0.5955807465915616
2.425,0.36268178003650053,0.01417159256722064,0.027073210695304238,0.5960734167009747
2.43,0.36193838195881617,0.014239086941927694,0.027237093192984084,0.5965854379062722
2.435,0.36118256334944876,0.014303997621434781,0.027397195822651352,0.5971162432064653
2.44,0.36041516649508704,0.014366251294270542,0.027553337835641577,0.597665244375001
2.445,0.35963704577003114,0.014425778696068151,0.027705342946760178,0.5982318325871407
2.45,0.35884906626745444,0.014482514818390545,0.027853039807605767,0.5988153791065495
2.455,0.3580521023923417,0.014536399104907219,0.02799626247259999,0.5994152360301513
2.46,0.35724703642084166,0.014587375633779796,0.02813485085537593,0.6000307370900029
2.465,0.356434757030989,0.014635393285187063,0.028268651173185284,0.6006611985106389
2.47,0.35561615780993905,0.014680405893003333,0.028397516377011132,0.6013059199200468
2.475,0.3547921357430148,0.01472237237973644,0.02852130656511747,0.6019641853121316
2.48,0.3539635896899852,0.014761256873932349,0.028639889377829877,0.602635264058253
2.485,0.3531314188540819,0.014797028809361533,0.028753140371422483,0.6033184119651345
2.49,0.35229652124931177,0.014829663005416802,0.02886094336908516,0.6040128723761866
2.495,0.3514597921716348,0.014859139728272155,0.028963190787060382,0.604717877313033
2.5,0.350622122679556,0.014885444732476227,0.029059783934171215,0.6054326486537969
2.505,0.34978439808961914,0.014908569282780811,0.02915063328310861,0.6061563993444917
2.51,0.3489474964921965,0.014928510156133449,0.02923565871200734,0.606888334639663
2.515,0.34811228729283694,0.014945269623892001,0.029314789715013154,0.6076276533682582
2.52,0.34727962978427335,0.014958855414446954,0.029387965580728266,0.6083735492205518
2.525,0.34645037175399296,0.014969280656562946,0.029455135537615952,0.6091252120518285
2.53,0.34562534813205087,0.01497656380387316,0.02951625886564628,0.60988182919843
2.535,0.3448053796835521,0.01498072854107769,0.029571304973671827,0.6106425868016987
2.54,0.34399127174995153,0.014981803672508707,0.029620253442232746,0.6114066711353073
2.545,0.3431838130430179,0.014979822993830084,0.02966309403170271,0.6121732699314496
2.55,0.342383774494991,0.014974825147736142,0.029699826655899042,0.6129415737013741
2.555,0.341591908168121,0.01496685346460259,0.029730461321489883,0.6137107770457868
2.56,0.340808946226431,0.014955955789121789,0.029755018033736442,0.6144800799507111
2.565,0.34003559997218186,0.014942184294023537,0.029773526669307406,0.6152486890644875
2.57,0.3392725589491513,0.014925595282041333,0.029786026817093705,0.616015818951714
2.575,0.33852049011446694,0.014906248977332004,0.02979256758813331,0.6167806933200681
2.58,0.3377800370803601,0.014884209307593715,0.029793207395926034,0.6175425462161206
2.585,0.3370518194268376,0.014859543678153477,0.0297880137085761,0.6183006231864332
2.59,0.3363364320859022,0.014832322739310554,0.029777062774344148,0.6190541824004435
2.595,0.33563444479759447,0.014802620148226706,0.029760439322319632,0.6198024957318596
2.6,0.33494640163778266,0.014770512326648519,0.029738236240037994,0.6205448497955313
2.605,0.3342728206172904,0.014736078215731328,0.029710554229964204,0.6212805469370145
2.61,0.33361419335163367,0.014699399029209253,0.02967750144684473,0.6220089061723127
2.615,0.33297098480033355,0.014660558006122006,0.029639193117993325,0.6227292640755515
2.62,0.3323436330744872,0.014619640164267261,0.029595751148622333,0.6234409756126236
2.625,0.33173254931101337,0.014576732055498151,0.029547303714360592,0.6241434149191283
2.63,0.3311381176117438,0.014531921523929752,0.029493984843111578,0.6248359760212153
2.635,0.33056069504530994,0.01448529746805695,0.029435933988401965,0.6255180734982316
2.64,0.3300006117095725,0.0144369496077199,0.029373295596351674,0.6261891430863564
2.645,0.3294581708521638,0.014386968256782982,0.02930621866836257,0.6268486422226912
2.65,0.3289336490465579,0.01433544410231993,0.02923485632157518,0.6274960505295475
2.655,0.32842729642095136,0.014282467991022152,0.029159365349082183,0.6281308702389449
2.66,0.3279393369371259,0.014228130723470284,0.029079905781814835,0.6287526265575896
2.665,0.32746996871637957,0.014172522856831318,0.02899664045393551,0.6293608679728542
2.67,0.3270193644095433,0.014115734516466092,0.02890973457347691,0.6299551665005142
2.675,0.32658767160805663,0.01405785521685512,0.028819355299867844,0.6305351178752209
2.68,0.326175013293048,0.013998973692175405,0.028725671329877866,0.6311003416848991
2.685,0.32578148831936043,0.013939177736787515,0.028628852493399935,0.6316504814504526
2.69,0.32540717193147095,0.01387855405582141,0.028529069360372552,0.6321852046523355
2.695,0.32505211630828046,0.013817188125981688,0.028426492860022298,0.632704202705716
2.7,0.32471635113379227,0.013755164066628495,0.028321293913484948,0.6332071908860948
2.705,0.3243998841907522,0.013692564521129602,0.028213643080739946,0.6336939082073787
2.71,0.3241027019743927,0.013629470548422444,0.028103710222669845,0.6341641172545155
2.715,0.32382477032350077,0.013565961524672309,0.02799166417893445,0.6346176039728929
2.72,0.3235660350661211,0.013502115054864636,0.027877672462229615,0.6350541774167852
2.725,0.32332642267730094,0.013438006894125552,0.027761900969384086,0.6354736694591899
2.73,0.3231058409463904,0.013373710878525348,0.02764451370963483,0.6358759344654499
2.735,0.32290417965152146,0.013309298865084666,0.02752567255031285,0.6362608489330814
2.74,0.32272131123900594,0.013244840680672547,0.027405536980068167,0.6366283111002538
2.745,0.32255709150551165,0.013180404079459185,0.027284263889664713,0.6369782405253649
2.75,0.3224113602809997,0.013116054708564103,0.02716200737028387,0.6373105776401528
2.755,0.3222839421105284,0.013051856081522246,0.027038918529189736,0.63762528327876
2.76,0.32217464693315623,0.012987869559176192,0.0269151453225298,0.6379223381851382
2.765,0.3220832707562995,0.012924154337591896,0.02679083240497211,0.6382017425011369
2.77,0.3220095963240264,0.012860767442588036,0.026666120995813915,0.638463515237572
2.775,0.3219533937778904,0.012797763730464845,0.026541148761137518,0.6387076937305076
2.78,0.32191442130902714,0.01273519589451699,0.02641604971153637,0.6389343330849199
2.785,0.3218924258003575,0.012673114476916507,0.026290954114888316,0.6391435056078381
2.79,0.32188714345785285,0.01261156788555557,0.026165988423613208,0.6393353002329787
2.795,0.3218983004299316,0.012550602415444896,0.026041275215818397,0.6395098219388055
2.8,0.3219256134141613,0.01249026227427153,0.02591693314970818,0.6396671911618593
2.805,0.3219687902505454,0.012430589611729404,0.025793076930611194,0.6398075432071143
2.81,0.32202753050077154,0.012371624552247213,0.0256698172899633,0.6399310276570183
2.815,0.32210152601289166,0.012313405230750507,0.0255472609755719,0.6400378077807862
2.82,0.32219046147099495,0.012255967831108413,0.02542551075248096,0.640128059945416
2.825,0.3222940149295168,0.012199346626929676,0.025304665413753626,0.6402019730298002
2.83,0.32241185833190855,0.01214357402438772,0.02518481980049095,0.640259747843213
2.835,0.3225436580134654,0.012088680606769943,0.025066064830410698,0.6403015965493543
2.84,0.3226890751881808,0.012034695180462338,0.024948487534318862,0.6403277420970384
2.845,0.3228477664195596,0.01198164482209659,0.02483217109981825,0.640338417658526
2.85,0.3230193840753828,0.011929554926602966,0.024717194921612923,0.6403338660764017
2.855,0.3232035767664714,0.011878449255928457,0.024603634657783917,0.6403143393198166
2.86,0.32339998976954887,0.011828349988195604,0.024491562291430548,0.6402800979508254
2.865,0.32360826543434684,0.011779277767093222,0.024381046197091933,0.6402314106014684
2.87,0.3238280435751422,0.011731251751305656,0.024272151211385387,0.6401685534621672
2.875,0.32405896184695093,0.011684289663802323,0.02416493870732139,0.6400918097819258
2.88,0.32430065610663916,0.011638407840823883,0.024059466671778815,0.6400014693807586
2.885,0.324552760759242,0.011593621280415597,0.023955789785648867,0.639897828174694
2.89,0.3248149090898082,0.011549943690371996,0.02385395950618123,0.639781187713639
2.895,0.32508673358111195,0.011507387535470119,0.023754024151091478,0.6396518547323269
2.9,0.3253678662175945,0.01146596408388105,0.02365602898401425,0.6395101407145106
2.905,0.32565793877591526,0.011425683452661395,0.023560016300912184,0.6393563614705116
2.91,0.3259565831025071,0.011386554652237648,0.023466025517075818,0.6391908367281799
2.915,0.3262634313785433,0.011348585629807097,0.02337409325437461,0.6390138897372755
2.92,0.3265781163727328,0.011311783311589,0.023284253428443615,0.6388258468872351
2.925,0.3269002716823682,0.011276153643869255,0.023196537335514262,0.6386270373382489
2.93,0.3272295319630567,0.011241701632790688,0.023110973738620914,0.6384177926655323
2.935,0.3275655331475681,0.011208431382849387,0.023027588952937432,0.6381984465166457
2.94,0.32790791265423397,0.011176346134065308,0.022946406930019675,0.6379693342816817
2.945,0.3282563095853353,0.011145448297802493,0.022867449340750884,0.637730792776112
2.95,0.3286103649159112,0.011115739491221039,0.02279073565680692,0.6374831599360615
2.955,0.3289697216734217,0.011087220570349011,0.022716283230477554,0.6372267745257525
2.96,0.32933402510869114,0.011059891661768278,0.02264410737269834,0.636961975856843
2.965,0.3297029228585556,0.011033752192913405,0.022574221429164976,0.6366891035193668
2.97,0.33007606510063053,0.011008800920987572,0.022506636854418584,0.6364084971239642
2.975,0.33045310470060774,0.010985035960503828,0.0224413632838059,0.6361204960550835
2.98,0.3308336973524845,0.010962454809464008,0.02237840860323311,0.6358254392348193
2.985,0.33121750171211706,0.010941054374191232,0.022317779016645844,0.6355236648970468
2.99,0.33160417952448296,0.0109208309928352,0.022259479111180824,0.6352155103715019
2.995,0.3319933957450268,0.010901780457572438,0.022203511919946798,0.6349013118774549
3.0,0.33238481865545294,0.01088389803552632,0.022149878982403677,0.634581404326618
3.005,0.33277811997431916,0.010867178488434078,0.02209858040231934,0.6342561211349285
3.01,0.3331729749627731,0.01085161609109014,0.022049614903293345,0.6339257940428444
3.015,0.3335690625257629,0.010837204648597018,0.022002979881845866,0.6335907529437953
3.02,0.33396606530904116,0.010823937512456664,0.021958671458078498,0.6332513257204248
3.025,0.33436366979226967,0.010811807595536724,0.021916684523921332,0.6329078380882733
3.03,0.33476156637852017,0.010800807385947351,0.021877012788987783,0.6325606134465458
3.035,0.33515944948045445,0.010790928959865479,0.021839648824065166,0.632209972735616
3.04,0.3355570176034545,0.01078216399334437,0.021804584102274985,0.6318562343009272
3.045,0.3359539734259606,0.010774503773147185,0.021771809037942323,0.6314997137629509
3.05,0.3363500238772636,0.010767939206644025,0.0217413130232187,0.6311407238928747
3.055,0.3367448802129841,0.010762460830812538,0.02171308446250728,0.630779574493697
3.06,0.33713825808845915,0.010758058820382763,0.02168711080474335,0.6304165722864157
3.065,0.3375298776302442,0.010754722995167292,0.02166337857358674,0.6300520208010026
3.07,0.33791946350592583,0.010752442826618273,0.021641873395586146,0.6296862202718707
3.075,0.3383067449924269,0.010751207443653028,0.021622580026378343,0.6293194675375428
3.08,0.33869145604297524,0.010751005637790384,0.021605482374987946,0.6289520559442475
3.085,0.3390733353528921,0.010751825867639973,0.021590563526295774,0.6285842752531733
3.09,0.3394521264243459,0.010753656262786944,0.021577805761746074,0.6282164115511222
3.095,0.3398275776302032,0.01075648462711463,0.021567190578364644,0.6278487471643186
3.1,0.3401994422770967,0.01076029844160781,0.021558698706161773,0.6274815605751348
3.105,0.340567478667818,0.010765084866679257,0.02155231012399519,0.6271151263415087
3.11,0.3409314501631304,0.010770830744062244,0.021548004073969725,0.6267497150188387
3.115,0.3412911252430844,0.01077752259831172,0.021545759074451335,0.6263855930841536
3.12,0.3416462775679069,0.010785146637956801,0.02154555293177433,0.6260230228623631
3.125,0.34199668603852307,0.010793688756347147,0.02154736275072131,0.6256622624544096
3.13,0.34234213485675796,0.010803134532235751,0.021551164943856168,0.6253035656671512
3.135,0.34268241358525237,0.010813469230140472,0.021556935239791068,0.6249471819448171
3.14,0.34301731720711687,0.010824677800526601,0.0215646486904688,0.6245933563018888
3.145,0.34334664618533545,0.010836744879852483,0.021574279677542323,0.6242423292572709
3.15,0.3436702065219196,0.010849654790520068,0.021585801917933616,0.6238943367696278
3.155,0.34398780981680116,0.010863391540772031,0.021599188468654117,0.6235496101737737
3.16,0.3442992733264424,0.0108779388245768,0.021614411730969205,0.6232083761180127
3.165,0.3446044200221298,0.010893280021542554,0.021631443453989162,0.6228708565023395
3.17,0.34490307864790815,0.010909398196900885,0.02165025473776904,0.622537268417423
3.175,0.34519508377809943,0.010926276101600426,0.0216708160359997,0.6222078240843015
3.18,0.3454802758743428,0.010943896172550328,0.021693097158372032,0.6218827307947359
3.185,0.34575850134207936,0.010962240533052931,0.0217170672726962,0.6215621908521726
3.19,0.34602961258639725,0.01098129099346447,0.021742694906857107,0.6212464015132823
3.195,0.34629346806714223,0.011001029052121986,0.02176994795068708,0.6209355549300498
3.2,0.34654993235318926,0.011021435896574016,0.021798793657835932,0.6206298380924019
3.205,0.346798876175762,0.011042492405151785,0.02182919864771807,0.6203294327713693
3.21,0.3470401764806782,0.011064179148916897,0.02186112890761536,0.6200345154627906
3.215,0.3472737164793905,0.011086476394020554,0.0218945497950137,0.6197452573315764
3.22,0.3474993856986834,0.011109364104508383,0.021929426040250156,0.6194618241565591
3.225,0.3477170800288813,0.011132821945603872,0.021965721749546346,0.6191843762759696
3.23,0.3479267017704131,0.011156829287502248,0.02200340040850257,0.6189130685335831
3.235,0.3481281596785736,0.011181365209705382,0.02204242488612573,0.6186480502255963
3.24,0.3483213690063143,0.011206408505926977,0.022082757439462447,0.6183894650482973
3.245,0.34850625154489245,0.011231937689595788,0.022124359718907294,0.6181374510466054
3.25,0.3486827356621993,0.011257930999983132,0.02216719277425394,0.6178921405635646
3.255,0.34885075633858526,0.011284366408979247,0.022211217061555204,0.6176536601908813
3.26,0.34901025519999557,0.01131122162854131,0.02225639245085566,0.6174221307206085
3.265,0.3491611805482262,0.011338474118834064,0.02230267823485821,0.6171976670980825
3.27,0.34930348738810607,0.011366101097081985,0.022350033138583362,0.6169803783762297
3.275,0.3494371374514109,0.011394079547149901,0.022398415330077356,0.616770367671363
3.28,0.349562099217311,0.011422386229866728,0.022447782432222233,0.6165677321206011
3.285,0.34967834792915536,0.0114509976941047,0.022498091535697953,0.616372562841043
3.29,0.3497858656073936,0.011479890288624136,0.02254929921314328,0.61618494489084
3.295,0.34988464105843875,0.011509040174691175,0.022601361534558724,0.6160049572323123
3.3,0.349974669879274,0.01153842333947345,0.02265423408399108,0.6158326726972624
3.305,0.35005595445761023,0.011568015610215901,0.022707871977535266,0.6156681579546396
3.31,0.3501285039674026,0.011597792669196194,0.022762229882685076,0.6155114734807171
3.315,0.35019233435953967,0.011627730069456377,0.022817262039060177,0.6153626735319447
3.32,0.3502474683475219,0.011657803251304503,0.022872922280532268,0.6152218061206423
3.325,0.3502939353879528,0.011687987559576925,0.022929164058768645,0.6150889129937026
3.33,0.3503317716556713,0.011718258261649017,0.02298594046820666,0.6149640296144739
3.335,0.35036102001336283,0.011748590566178949,0.023043204272467595,0.6148471851479915
3.34,0.35038172997549183,0.011778959642566061,0.023100907932213272,0.6147384024497298
3.345,0.35039395766640996,0.011809340641102263,0.023159003634443644,0.6146376980580451
3.35,0.35039776577250215,0.011839708713791749,0.023217443323228004,0.6145450821904791
3.355,0.35039322348824387,0.011870039035811193,0.023276178731857135,0.6144605587440888
3.36,0.3503804064560536,0.011900306827579487,0.023335161416398006,0.6143841252999699
3.365,0.35035939669983746,0.011930487377402968,0.02339434279062703,0.6143157731321335
3.37,0.35033028255213416,0.011960556064659128,0.023453674162312057,0.6142554872208956
3.375,0.3502931585747838,0.011990488383478725,0.023513106770807604,0.6142032462709308
3.38,0.3502481254730562,0.012020259966883405,0.023572591825921946,0.6141590227341394
3.385,0.3501952900031908,0.012049846611333105,0.023632080548008895,0.6141227828374681
3.39,0.35013476487331424,0.01207922430163479,0.02369152420923136,0.6140944866158206
3.395,0.35006666863771896,0.012108369236161548,0.023750874175938023,0.6140740879501824
3.4,0.3499911255845009,0.012137257852328593,0.02381008195208882,0.6140615346110826
3.405,0.3499082656165727,0.012165866852270458,0.023869099223659384,0.6140567683074984
3.41,0.3498182241260851,0.01219417322866154,0.023927877903949134,0.6140597247413052
3.415,0.34972114186230757,0.012222154290620239,0.023986370179712536,0.6140703336673606
3.42,0.3496171647930355,0.01224978768963517,0.024044528558027845,0.6140885189593025
3.425,0.3495064439596111,0.012277051445450434,0.02410230591381289,0.6141141986811266
3.43,0.34938913532566207,0.012303923971845605,0.02415965553789274,0.6141472851646006
3.435,0.3492653996196802,0.012330384102245026,0.024216531185519755,0.6141876850925561
3.44,0.3491354021715809,0.012356411115090204,0.024272887125242497,0.6142352995880874
3.445,0.34899931274340235,0.012381984758908489,0.024328678188016078,0.6142900243096742
3.45,0.3488573053543195,0.01240708527701093,0.024383859816443292,0.6143517495522273
3.455,0.3487095581001687,0.01243169343175218,0.02443838811403264,0.6144203603540476
3.46,0.34855625296769194,0.012455790528285516,0.024492219894356834,0.6144957366096668
3.465,0.3483975756437308,0.012479358437746592,0.02454531272999303,0.6145777531885307
3.47,0.34823371531961245,0.012502379619800318,0.024597625001124227,0.6146662800594641
3.475,0.34806486449098867,0.012524837144486331,0.024649115943679918,0.6147611824208462
3.48,0.34789121875340295,0.012546714713299911,0.02469974569689312,0.6148623208364051
3.485,0.34771297659387457,0.012567996679446785,0.02474947535015051,0.6149695513765292
